,bestFit,LB,UB
MDH,0.5489581078259542,0.5358150249921391,0.6924020249615165
GPD,0.27957202479475796,0.11987300225998221,1.0898124227527843
LDH,1.2975925755478437,0.6924440993492436,1.642919455505131
SSE,0.0009072833533972301,,
