,bestFit,LB,UB
MDH,0.7272462915391892,0.7268063771494311,0.7362161786930672
GPD,0.03355460042123645,0.0324627494430301,0.04014251393468276
LDH,52.811603463704785,30.498638266864212,60.89526688567452
SSE,0.0002022274936224467,,
