,bestFit,LB,UB
MDH,0.6586053027595956,0.6142390378464821,0.7594340501005923
GPD,0.10459022324311609,0.04744128164337132,0.7919659530883286
LDH,5.217700496774137,3.7056560520472597,5.863181548209774
SSE,0.0011978873850165663,,
