,bestFit,LB,UB
MDH,0.24275318877576454,0.2304198069588888,0.25687821342000117
GPD,0.08210916768700323,0.05426553624327425,0.09796007333584084
LDH,13.801465576915298,11.15268457521089,24.137058215703302
SSE,0.00010773781992266568,,
