,bestFit,LB,UB
MDH,6.761831407173102,6.75305582628917,6.7689938804525465
GPD,10.030126142897634,10.024285014485109,10.040297075942163
LDH,2.4823174085948394,1.4543156784714066,3.3990389137535284
SSE,0.0002970172003360495,,
